,cloudPercent,SCA_cloudFree,SCA,SCA_error
2002-07-04,37.222601481948736,9.913566576872862,24.83477993829018,18.611300740974368
2002-07-05,44.37596973191839,13.835821285133074,29.88402628543929,22.187984865959194
2002-07-06,94.0196397243562,20.26114362899595,48.221509247157705,47.0098198621781
2002-07-07,40.59447656921308,12.242808777955187,27.570142921781148,20.29723828460654
2002-07-08,1.355999086170014,9.714902907817695,10.26116845625039,0.677999543085007
2002-07-09,1.3586369602419046,8.532749436806535,9.096138829354201,0.6793184801209523
2002-07-10,42.70818424879021,13.505714875329913,29.09176140665285,21.354092124395105
2002-07-11,62.74267440100046,18.229082589745445,38.16300585467223,31.37133720050023
2002-07-12,31.38638561768649,14.16951510934995,25.41540926581627,15.693192808843245
2002-07-13,88.9920715879216,15.915469082553255,46.24799923701474,44.4960357939608
2002-07-14,80.70287036825998,10.773955246317056,42.43049929447745,40.35143518412999
2002-07-15,89.77545728676519,19.761388725718568,46.90824027437206,44.887728643382594
2002-07-16,99.07843547288414,17.344416984947202,49.6990577308104,49.53921773644207
2002-07-17,97.55150129723843,30.39323467230444,49.51992860529787,48.775750648619216
2002-07-18,68.35653753026635,14.189972681354531,38.668467445023055,34.178268765133176
2002-07-19,43.1802337162207,11.582141657293933,28.171062678441004,21.59011685811035
2002-07-20,5.947560129749845,8.817360046985883,11.26672232120978,2.9737800648749224
2002-07-21,55.85693502057937,11.514084507042254,33.011137316018754,27.928467510289686
2002-07-22,39.99485564696462,13.185768510132261,27.90956725204426,19.99742782348231
2002-07-23,3.7967243620896625,9.750589901406048,11.278749060216741,1.8983621810448312
2002-07-24,70.95285462646358,13.993307982620731,39.541083825510306,35.47642731323179
2002-07-25,79.05671483406704,10.92649038080912,41.81672345611461,39.52835741703352
2002-07-26,76.02168879971646,10.117905364521205,40.4369472351133,38.01084439985823
2002-07-27,44.542738589211616,14.499221859755185,30.312240663900415,22.271369294605808
2002-07-28,2.6685635364853217,8.711906214925552,9.81370523058391,1.3342817682426609
2002-07-29,50.14539827928085,15.266619792728436,32.683811633521664,25.072699139640424
2002-08-08,43.73092111952951,11.481099022681173,28.32576922518215,21.865460559764756
2002-08-09,97.99348005285547,65.55532617671346,50.312120722579145,48.99674002642774
2002-08-10,100.0,-1.0,50.0,50.0
2002-08-11,99.95631469979296,100.0,50.02184265010352,49.97815734989648
2002-08-12,70.15088082901555,10.319256780214134,38.15564766839378,35.075440414507774
2002-08-13,49.81131448485843,7.775198321560254,28.807927076215655,24.905657242429214
2002-08-14,8.564476986665948,6.946626585899683,10.63392284393366,4.282238493332974
2002-08-15,5.119855795089474,8.765920377864793,10.87704579295049,2.559927897544737
2002-08-16,38.076036268623575,10.72625511093237,25.68014045894046,19.038018134311788
2002-08-17,25.59259120859958,15.232730407707182,24.130575588854427,12.79629560429979
2002-08-18,32.94835236446802,13.850310910818584,25.761037850581726,16.47417618223401
2002-08-19,8.66327638800348,11.623656085101159,14.9483048260596,4.33163819400174
2002-08-20,19.098372910074005,11.64778925052423,18.9724374787166,9.549186455037002
2002-08-21,95.3380914114343,60.49580167932827,50.48930467992743,47.66904570571715
2002-08-22,14.311496757016082,9.557649100440873,15.345554837892342,7.155748378508041
2002-08-23,75.9901626029736,14.64925830363384,41.51234440005967,37.9950813014868
2002-08-24,61.714043996740365,13.0904088518677,35.868810172043055,30.857021998370183
2002-08-25,26.03956449161621,10.01162183557629,20.42442135685278,13.019782245808106
2002-08-26,77.28989720456934,12.347515077417178,41.449081969047405,38.64494860228467
2002-08-27,91.51427754503301,14.249438421720873,46.96630656837517,45.757138772516505
2002-08-28,75.98149361148192,13.277582159624412,41.17982372499109,37.99074680574096
2002-08-29,78.24844295677586,13.704882417959372,42.10524679523716,39.12422147838793
2002-08-30,40.56480832043295,16.13696114406617,29.87343794744946,20.282404160216476
2002-08-31,40.317852215317906,14.83596897715698,29.01335103789537,20.158926107658953
2002-09-01,98.4914114392672,67.45813889651386,50.26337148630965,49.2457057196336
2002-09-02,44.770353649984855,17.38001863204712,31.984099651038793,22.385176824992428
2002-09-03,91.53701313900667,13.466810260426865,46.908200952438165,45.76850656950334
2002-09-04,86.3286680686633,14.715688651794373,45.1761646759005,43.16433403433165
2002-09-05,75.2274371373909,15.77652640298545,41.521968489411144,37.61371856869545
2002-09-06,60.863266109809935,15.541009305010512,36.51387651045661,30.431633054904967
2002-09-07,47.829477784530376,14.27935306372354,31.364351954600423,23.914738892265188
2002-09-08,50.82839696683094,12.878679230957424,31.74685151077704,25.41419848341547
2002-09-09,46.53908144448155,11.732227249093999,29.541697176627263,23.269540722240777
2002-09-10,73.62225866848576,13.911553396531936,40.480682904375556,36.81112933424288
2002-09-11,93.02112657092492,24.695022409545576,48.23399764270637,46.51056328546246
2002-09-12,10.626585879392184,8.321000332235947,12.750055025602478,5.313292939696092
