,cloudPercent,SCA_cloudFree,SCA,SCA_error
2002-07-04,37.12358132995472,9.9785176619961,24.835925207198443,18.56179066497736
2002-07-05,44.3602098344303,13.893948949766136,29.9106689585764,22.18010491721515
2002-07-06,94.05612317500072,20.52609528369643,48.24810740814526,47.02806158750036
2002-07-07,40.60566091544275,12.305162262248444,27.61140025666619,20.30283045772137
2002-07-08,1.3494761549739414,9.779676584173451,10.322440258123432,0.6747380774869707
2002-07-09,1.3531541493516916,8.599844875185996,9.160052792095454,0.6765770746758458
2002-07-10,42.69351284622825,13.558821518050868,29.116840734558785,21.34675642311413
2002-07-11,62.66692550732175,18.24518049585673,38.144949579502665,31.333462753660875
2002-07-12,31.36135172708801,14.264977772238147,25.471963782839623,15.680675863544003
2002-07-13,89.00137992432673,15.929805248417544,46.25274872023147,44.50068996216336
2002-07-14,80.71175643694728,11.107216000295209,42.49826509368494,40.35587821847364
2002-07-15,89.79289835585057,19.617341604516625,46.89881117537831,44.89644917792528
2002-07-16,99.0881934566145,16.497659906396255,49.69452347083926,49.54409672830725
2002-07-17,97.5507010571426,30.775373892841586,49.52913143598908,48.7753505285713
2002-07-18,68.3730510544512,14.29584639719003,38.70786556859896,34.1865255272256
2002-07-19,43.157515854221344,11.6898220711966,28.22354318460033,21.578757927110672
2002-07-20,5.856263141281144,8.955189952547382,11.358882034765209,2.928131570640572
2002-07-21,55.86085377899992,11.51743159219026,33.01412286088048,27.93042688949996
2002-07-22,39.98760129616335,13.317541313053056,27.985976638419235,19.993800648081677
2002-07-23,3.822391067829561,9.776370032582957,11.31387447161432,1.9111955339147808
2002-07-24,70.94077634826932,14.09970602645762,39.56765328259952,35.47038817413466
2002-07-25,79.05746954583965,10.92035593782137,41.81573364090077,39.52873477291983
2002-07-26,76.06695811913475,10.104721387558383,40.45184626119647,38.03347905956738
2002-07-27,44.52197091450747,14.375365325693878,30.23615481378799,22.26098545725373
2002-07-28,2.6846595216055165,8.765888034603154,9.87288354763166,1.3423297608027582
2002-07-29,50.07792948049982,15.29843290611709,32.67623195375887,25.03896474024991
2002-08-08,43.81503652470831,11.557431907355308,28.40105715818344,21.90751826235416
2002-08-09,97.99483456006602,65.77663443626363,50.316347621300686,48.99741728003301
2002-08-10,100.0,-1.0,50.0,50.0
2002-08-11,99.9551937072051,100.0,50.02240314639745,49.97759685360255
2002-08-12,70.15410190874205,10.453528938187674,38.19700054820268,35.077050954371025
2002-08-13,49.76968133162502,7.850029499363808,28.820661500163048,24.88484066581251
2002-08-14,8.563171463107636,7.000980753444823,10.683060498981996,4.281585731553818
2002-08-15,5.153017548865744,8.836348730599857,10.957518904265944,2.576508774432872
2002-08-16,38.15039512941068,10.76371579156665,25.73251325118254,19.075197564705334
2002-08-17,25.58513103940096,15.287510811153997,24.168746657158135,12.79256551970048
2002-08-18,32.975454655630884,13.927948434309052,25.82287144170926,16.487727327815442
2002-08-19,8.598035509205431,11.65465464293658,14.951601052864346,4.299017754602716
2002-08-20,19.193273714525176,11.700709695642963,19.05159731447881,9.596636857262588
2002-08-21,95.35721336755438,60.69034210627131,50.496329774272674,47.67860668377719
2002-08-22,14.3427630722364,9.635674232754546,15.42503384325623,7.1713815361182
2002-08-23,75.99596454206093,14.7568324846005,41.54021757310264,37.99798227103047
2002-08-24,61.73980711151632,13.181325253540727,35.913104023021255,30.86990355575816
2002-08-25,26.06919595893318,10.0570381178627,20.46984712271905,13.03459797946659
2002-08-26,77.26473550651136,12.612027332712373,41.49974552533892,38.63236775325568
